,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
764,68068,Female,Loyal Customer,23,Business travel,Business,813,1,1,4,1,5,5,5,5,3,3,4,4,4,5,0,0.0,satisfied
765,117139,Male,Loyal Customer,29,Personal Travel,Eco,370,3,5,4,2,1,4,1,1,4,2,5,3,3,1,9,0.0,neutral or dissatisfied
766,118651,Female,Loyal Customer,46,Business travel,Eco,368,2,5,5,5,3,4,4,2,2,2,2,3,2,4,2,7.0,neutral or dissatisfied
767,16985,Male,Loyal Customer,40,Business travel,Eco,610,4,4,5,4,4,4,4,4,2,2,4,3,1,4,27,47.0,satisfied
768,85072,Male,Loyal Customer,23,Business travel,Business,3801,3,3,3,3,5,5,5,5,4,5,5,5,5,5,0,0.0,satisfied
769,15670,Male,Loyal Customer,45,Business travel,Eco,617,4,2,2,2,4,4,4,4,5,1,4,3,2,4,0,0.0,satisfied
770,68137,Male,Loyal Customer,54,Business travel,Eco Plus,813,1,1,5,1,1,1,1,1,1,1,3,2,4,1,7,4.0,neutral or dissatisfied
771,123164,Female,Loyal Customer,54,Business travel,Business,468,1,1,1,1,2,1,1,3,3,5,3,2,3,5,1,12.0,satisfied
772,36845,Male,Loyal Customer,35,Personal Travel,Eco,369,5,4,5,2,5,5,4,5,3,1,5,3,5,5,0,0.0,satisfied
773,17451,Male,Loyal Customer,60,Business travel,Eco Plus,351,5,4,4,4,5,5,5,5,3,5,5,1,4,5,0,0.0,satisfied
774,45594,Female,disloyal Customer,62,Business travel,Eco,313,2,0,2,3,3,2,3,3,5,4,2,2,2,3,0,21.0,neutral or dissatisfied
775,123709,Female,Loyal Customer,59,Personal Travel,Eco,214,4,1,0,4,3,4,4,1,1,0,1,2,1,1,0,0.0,neutral or dissatisfied
776,118741,Male,Loyal Customer,54,Personal Travel,Eco,304,3,4,3,1,3,3,3,3,4,2,5,4,5,3,13,6.0,neutral or dissatisfied
777,46265,Male,Loyal Customer,28,Personal Travel,Eco,594,1,4,1,4,4,1,3,4,3,1,2,1,4,4,36,52.0,neutral or dissatisfied
778,103439,Female,Loyal Customer,56,Business travel,Business,393,3,1,1,1,5,4,3,3,3,3,3,1,3,3,14,17.0,neutral or dissatisfied
779,117757,Male,Loyal Customer,21,Business travel,Business,1670,3,2,2,2,3,3,3,3,1,1,3,2,4,3,125,128.0,neutral or dissatisfied
780,23043,Female,Loyal Customer,44,Business travel,Eco,833,5,4,4,4,2,1,2,5,5,5,5,5,5,5,0,0.0,satisfied
781,45009,Female,Loyal Customer,27,Personal Travel,Eco,118,2,4,2,1,5,2,3,5,1,4,1,4,3,5,0,0.0,neutral or dissatisfied
782,10869,Male,Loyal Customer,37,Business travel,Eco,316,2,5,2,5,2,2,2,2,3,4,2,2,2,2,55,48.0,neutral or dissatisfied
783,113642,Male,Loyal Customer,34,Personal Travel,Eco,223,2,5,2,3,3,2,3,3,4,2,4,4,4,3,32,46.0,neutral or dissatisfied
784,36913,Female,disloyal Customer,19,Business travel,Eco,740,3,3,3,3,3,3,3,3,5,3,1,4,5,3,0,0.0,neutral or dissatisfied
785,9209,Female,Loyal Customer,65,Personal Travel,Business,100,2,3,2,1,2,5,1,2,2,2,4,2,2,4,0,0.0,neutral or dissatisfied
786,110354,Female,Loyal Customer,60,Business travel,Business,3207,3,3,3,3,2,5,4,5,5,5,5,4,5,5,102,97.0,satisfied
787,102344,Female,Loyal Customer,54,Business travel,Business,236,2,3,4,3,4,3,3,2,2,2,2,1,2,3,3,0.0,neutral or dissatisfied
788,66245,Female,Loyal Customer,10,Personal Travel,Eco,550,2,4,3,3,4,3,4,4,3,5,4,3,4,4,18,13.0,neutral or dissatisfied
789,2852,Female,Loyal Customer,54,Business travel,Business,491,4,2,2,2,5,3,3,4,4,4,4,3,4,1,13,29.0,neutral or dissatisfied
790,125304,Female,Loyal Customer,17,Business travel,Business,3892,2,2,2,2,2,2,2,2,1,4,3,2,3,2,1,0.0,neutral or dissatisfied
791,94889,Female,Loyal Customer,51,Business travel,Eco,562,5,3,4,4,5,3,2,5,5,5,5,5,5,1,12,11.0,satisfied
792,119911,Female,Loyal Customer,50,Business travel,Business,1009,5,5,5,5,3,5,4,5,5,5,5,3,5,3,0,0.0,satisfied
793,129586,Male,Loyal Customer,58,Business travel,Business,2068,2,2,2,2,3,2,2,2,2,3,2,4,2,4,0,0.0,neutral or dissatisfied
794,58194,Female,Loyal Customer,30,Business travel,Business,3923,3,3,3,3,3,3,3,3,1,4,4,2,3,3,1,0.0,neutral or dissatisfied
795,78323,Male,Loyal Customer,56,Business travel,Business,1547,2,2,2,2,3,4,4,2,2,2,2,4,2,5,34,18.0,satisfied
796,51948,Male,disloyal Customer,30,Business travel,Business,347,3,3,3,3,4,3,4,4,4,1,3,1,3,4,0,0.0,neutral or dissatisfied
797,50288,Female,Loyal Customer,47,Business travel,Eco,199,3,4,4,4,3,3,3,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
798,9685,Male,disloyal Customer,22,Business travel,Eco,212,1,4,1,4,5,1,5,5,4,1,4,4,4,5,9,11.0,neutral or dissatisfied
799,90835,Male,disloyal Customer,48,Business travel,Business,223,1,1,1,1,5,1,5,5,4,2,4,3,4,5,0,5.0,neutral or dissatisfied
800,29806,Female,disloyal Customer,27,Business travel,Eco,539,2,5,2,3,5,2,5,5,2,5,3,1,5,5,0,0.0,neutral or dissatisfied
801,127821,Male,Loyal Customer,60,Personal Travel,Eco,1262,1,4,1,1,5,1,5,5,3,3,4,4,4,5,0,0.0,neutral or dissatisfied
802,100724,Female,Loyal Customer,40,Business travel,Business,3984,2,2,2,2,5,5,4,5,5,5,5,5,5,3,12,4.0,satisfied
803,104066,Male,Loyal Customer,30,Business travel,Eco Plus,1044,4,4,4,4,4,4,4,4,2,3,4,1,3,4,15,12.0,neutral or dissatisfied
804,45221,Male,Loyal Customer,24,Business travel,Business,3090,3,1,1,1,3,3,3,3,1,1,1,5,1,3,10,4.0,neutral or dissatisfied
805,96106,Male,Loyal Customer,66,Personal Travel,Eco,1235,0,5,0,4,4,0,4,4,5,5,3,4,5,4,0,0.0,satisfied
806,5168,Female,Loyal Customer,56,Business travel,Business,383,3,3,3,3,2,2,3,3,3,2,3,3,3,1,0,0.0,neutral or dissatisfied
807,85301,Female,Loyal Customer,70,Personal Travel,Eco,874,1,2,1,3,1,2,3,2,2,1,3,3,2,4,0,12.0,neutral or dissatisfied
808,27576,Male,Loyal Customer,55,Personal Travel,Eco,697,2,5,2,1,2,2,2,2,5,5,5,4,4,2,0,0.0,neutral or dissatisfied
809,10806,Female,Loyal Customer,17,Business travel,Business,312,1,4,4,4,1,1,1,1,4,5,4,4,4,1,29,29.0,neutral or dissatisfied
810,82950,Male,Loyal Customer,46,Business travel,Business,1084,2,1,1,1,3,4,4,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied
811,68820,Male,Loyal Customer,24,Business travel,Business,861,1,1,1,1,2,2,2,2,4,2,5,4,5,2,0,0.0,satisfied
812,41932,Female,Loyal Customer,59,Personal Travel,Eco,129,2,4,0,1,3,5,5,2,2,0,2,3,2,4,0,3.0,neutral or dissatisfied
813,94120,Male,Loyal Customer,18,Personal Travel,Business,189,3,4,3,2,3,3,3,3,2,5,4,2,1,3,1,2.0,neutral or dissatisfied
814,19301,Female,Loyal Customer,55,Personal Travel,Eco,299,1,5,3,1,3,3,3,4,4,5,5,3,3,3,136,156.0,neutral or dissatisfied
815,17606,Male,Loyal Customer,46,Business travel,Eco,196,5,2,2,2,5,5,5,5,1,5,3,3,4,5,0,0.0,satisfied
816,17961,Male,Loyal Customer,26,Personal Travel,Eco,460,5,5,5,2,5,5,4,5,4,3,5,5,5,5,0,0.0,satisfied
817,28871,Female,disloyal Customer,22,Business travel,Eco,605,0,0,0,1,4,0,4,4,2,3,5,1,3,4,0,0.0,satisfied
818,56733,Male,Loyal Customer,62,Personal Travel,Eco,937,2,5,2,5,5,2,5,5,3,2,5,4,4,5,0,0.0,neutral or dissatisfied
819,59118,Male,Loyal Customer,20,Personal Travel,Eco,1846,4,4,4,4,4,4,4,4,3,1,2,2,3,4,40,46.0,neutral or dissatisfied
820,90580,Male,disloyal Customer,28,Business travel,Business,404,0,1,1,2,4,1,4,4,3,2,4,5,4,4,31,20.0,satisfied
821,104013,Female,Loyal Customer,57,Personal Travel,Eco,1334,1,5,1,4,2,5,4,3,3,1,3,5,3,4,3,0.0,neutral or dissatisfied
822,58434,Female,Loyal Customer,9,Personal Travel,Eco,473,1,5,1,3,1,1,1,1,1,5,5,5,2,1,14,5.0,neutral or dissatisfied
823,62768,Female,Loyal Customer,29,Business travel,Business,2486,2,2,2,2,2,2,2,2,3,1,2,2,3,2,0,14.0,neutral or dissatisfied
824,37157,Male,Loyal Customer,54,Business travel,Business,1797,3,3,3,3,5,4,2,4,4,4,4,2,4,4,60,55.0,satisfied
825,43179,Female,Loyal Customer,48,Business travel,Eco,282,4,4,4,4,1,1,2,4,4,4,4,3,4,4,64,69.0,satisfied
826,104829,Female,disloyal Customer,47,Business travel,Business,472,4,4,4,1,3,4,3,3,5,5,5,3,5,3,11,0.0,satisfied
827,53842,Female,Loyal Customer,40,Business travel,Eco,191,4,5,4,4,4,4,4,4,1,5,3,3,3,4,8,0.0,satisfied
828,16606,Female,disloyal Customer,28,Business travel,Eco,1008,3,2,2,3,1,2,1,1,5,3,3,4,2,1,0,0.0,neutral or dissatisfied
829,126600,Male,Loyal Customer,27,Business travel,Business,1337,5,5,1,5,5,5,5,5,5,5,4,5,4,5,0,0.0,satisfied
830,74144,Male,Loyal Customer,59,Business travel,Business,592,4,4,4,4,2,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
831,8920,Male,Loyal Customer,28,Business travel,Eco,661,3,3,1,3,3,3,3,3,1,3,3,3,3,3,35,59.0,neutral or dissatisfied
832,106271,Female,Loyal Customer,41,Business travel,Business,604,2,2,3,2,4,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
833,125172,Male,Loyal Customer,51,Personal Travel,Eco,1089,4,5,4,4,2,4,2,2,5,4,5,5,1,2,0,32.0,neutral or dissatisfied
834,62313,Male,Loyal Customer,55,Business travel,Business,3660,3,1,1,1,3,3,4,3,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
835,46105,Male,Loyal Customer,29,Business travel,Business,1623,4,4,4,4,5,5,5,5,4,4,4,4,4,5,0,0.0,satisfied
836,77477,Female,disloyal Customer,35,Business travel,Business,2125,4,4,4,1,2,4,2,2,4,5,5,4,5,2,3,3.0,neutral or dissatisfied
837,59887,Male,Loyal Customer,39,Business travel,Business,1023,2,2,2,2,3,5,4,5,5,5,5,5,5,5,4,0.0,satisfied
838,10298,Female,disloyal Customer,49,Business travel,Business,316,1,1,1,3,4,1,4,4,3,3,4,3,4,4,0,1.0,neutral or dissatisfied
839,122646,Male,Loyal Customer,53,Business travel,Business,3648,2,1,4,4,3,2,2,2,2,2,2,4,2,2,42,25.0,neutral or dissatisfied
840,119398,Male,Loyal Customer,54,Business travel,Business,2436,5,5,5,5,5,5,4,5,5,5,5,3,5,4,0,0.0,satisfied
841,8223,Female,Loyal Customer,44,Personal Travel,Eco,402,0,4,0,4,3,4,5,2,2,0,2,4,2,4,0,0.0,satisfied
842,514,Male,Loyal Customer,41,Business travel,Business,134,5,5,5,5,2,4,4,3,3,4,5,4,3,4,0,0.0,satisfied
843,103577,Female,Loyal Customer,35,Personal Travel,Eco,689,1,4,1,2,1,1,1,1,4,4,5,3,4,1,0,1.0,neutral or dissatisfied
844,80697,Male,Loyal Customer,49,Business travel,Business,3732,1,1,1,1,3,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
845,129555,Male,Loyal Customer,65,Personal Travel,Eco,2342,1,4,2,1,2,2,2,2,2,5,2,5,4,2,0,1.0,neutral or dissatisfied
846,53107,Female,Loyal Customer,39,Business travel,Business,2065,2,1,1,1,5,4,4,2,2,2,2,2,2,1,0,0.0,neutral or dissatisfied
847,75395,Male,Loyal Customer,17,Business travel,Business,2342,3,3,3,3,5,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
848,19580,Male,Loyal Customer,37,Personal Travel,Eco,173,3,4,3,3,3,3,3,3,4,2,3,1,3,3,93,99.0,neutral or dissatisfied
849,77032,Male,Loyal Customer,34,Personal Travel,Eco,368,2,4,2,4,1,2,1,1,2,3,2,5,5,1,0,0.0,neutral or dissatisfied
850,42198,Female,Loyal Customer,49,Business travel,Eco,748,5,1,1,1,2,4,5,4,4,5,4,4,4,5,49,49.0,satisfied
851,6985,Female,Loyal Customer,54,Business travel,Business,1903,3,3,3,3,2,4,4,5,5,5,5,5,5,4,0,0.0,satisfied
852,89822,Female,disloyal Customer,20,Business travel,Eco,1069,1,1,1,3,2,1,2,2,4,2,4,3,3,2,0,0.0,neutral or dissatisfied
853,4380,Female,Loyal Customer,52,Business travel,Business,3894,1,1,1,1,3,1,5,5,5,5,3,1,5,2,0,50.0,satisfied
854,108923,Female,Loyal Customer,44,Personal Travel,Eco,1183,4,5,4,3,2,5,4,5,5,4,2,3,5,5,5,0.0,satisfied
855,76291,Female,disloyal Customer,21,Business travel,Eco,2677,3,3,3,2,3,1,1,1,3,4,3,1,4,1,0,17.0,neutral or dissatisfied
856,87842,Female,Loyal Customer,64,Personal Travel,Eco,214,2,2,2,3,5,3,4,4,4,2,3,1,4,4,81,72.0,neutral or dissatisfied
857,98703,Male,Loyal Customer,49,Personal Travel,Eco,861,1,4,1,4,3,1,3,3,5,3,5,4,4,3,0,44.0,neutral or dissatisfied
858,80641,Male,Loyal Customer,43,Personal Travel,Eco,282,1,2,1,3,1,1,2,1,1,4,4,4,4,1,0,0.0,neutral or dissatisfied
859,107586,Female,Loyal Customer,45,Business travel,Business,423,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0.0,neutral or dissatisfied
860,92882,Female,Loyal Customer,57,Business travel,Business,3259,2,5,2,2,4,5,4,4,4,4,5,4,4,4,0,0.0,satisfied
861,45533,Male,Loyal Customer,63,Business travel,Eco,566,5,2,2,2,5,5,5,5,2,4,5,3,1,5,0,0.0,satisfied
862,125911,Male,Loyal Customer,62,Personal Travel,Eco,1013,1,2,1,2,4,1,4,4,4,4,2,1,3,4,0,11.0,neutral or dissatisfied
863,86568,Female,Loyal Customer,61,Business travel,Eco Plus,762,2,5,5,5,1,3,3,2,2,2,2,4,2,4,0,23.0,neutral or dissatisfied
864,118847,Female,disloyal Customer,18,Business travel,Eco Plus,304,1,3,0,4,2,0,2,2,4,5,4,1,3,2,44,58.0,neutral or dissatisfied
865,102099,Female,Loyal Customer,46,Business travel,Business,2961,3,3,3,3,4,4,4,5,3,4,5,4,4,4,416,407.0,satisfied
866,88925,Female,Loyal Customer,43,Business travel,Business,2935,2,2,2,2,5,5,5,4,4,4,4,5,4,3,18,2.0,satisfied
867,89716,Male,Loyal Customer,56,Personal Travel,Eco,1005,2,3,2,3,3,2,3,3,1,4,3,1,3,3,24,35.0,neutral or dissatisfied
868,54873,Female,Loyal Customer,39,Business travel,Business,3207,1,1,1,1,2,3,3,4,4,4,4,2,4,4,3,0.0,satisfied
869,4354,Female,Loyal Customer,50,Business travel,Business,2845,3,1,1,1,5,4,4,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
870,1609,Male,Loyal Customer,42,Business travel,Business,140,4,5,5,5,2,3,3,3,3,3,4,2,3,2,0,0.0,neutral or dissatisfied
871,46669,Female,Loyal Customer,40,Business travel,Eco,251,4,2,2,2,4,4,4,4,1,3,3,3,3,4,0,7.0,satisfied
872,2420,Female,Loyal Customer,41,Personal Travel,Eco,604,5,4,5,2,5,5,5,5,3,3,5,3,5,5,0,0.0,satisfied
873,86676,Female,disloyal Customer,25,Business travel,Business,952,4,2,4,1,4,4,4,4,4,5,4,3,5,4,0,0.0,satisfied
874,122412,Male,disloyal Customer,23,Business travel,Eco,1470,5,0,0,4,4,5,2,4,5,3,4,4,4,4,0,2.0,satisfied
875,112547,Male,disloyal Customer,17,Business travel,Business,846,4,4,4,2,2,4,2,2,5,3,5,3,5,2,0,0.0,satisfied
876,81539,Male,Loyal Customer,10,Personal Travel,Eco,1124,1,5,1,2,3,1,3,3,5,3,3,3,5,3,0,0.0,neutral or dissatisfied
877,44355,Male,Loyal Customer,37,Business travel,Eco,596,4,4,4,4,4,5,4,4,3,5,3,2,4,4,0,0.0,satisfied
878,55564,Male,disloyal Customer,20,Business travel,Eco,395,0,0,0,1,2,0,2,2,4,2,5,4,5,2,0,0.0,satisfied
879,81036,Female,Loyal Customer,59,Business travel,Business,1399,4,4,4,4,4,5,4,3,3,3,3,4,3,3,2,3.0,satisfied
880,62565,Female,Loyal Customer,30,Business travel,Business,1846,5,5,2,5,4,4,4,4,5,5,5,4,5,4,14,0.0,satisfied
881,74322,Male,Loyal Customer,36,Business travel,Business,1464,2,2,2,2,5,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
882,67090,Female,disloyal Customer,29,Business travel,Business,1121,2,2,2,4,2,2,2,2,3,4,5,5,5,2,0,0.0,neutral or dissatisfied
883,51430,Female,Loyal Customer,59,Personal Travel,Eco Plus,86,2,3,2,1,4,2,3,1,1,2,1,3,1,4,0,0.0,neutral or dissatisfied
884,99815,Female,Loyal Customer,68,Personal Travel,Business,468,0,2,0,4,5,3,3,4,4,0,4,1,4,2,0,0.0,satisfied
885,3643,Male,Loyal Customer,61,Business travel,Business,1961,1,1,1,1,4,5,4,4,4,4,4,3,4,3,102,97.0,satisfied
886,97188,Female,Loyal Customer,48,Personal Travel,Eco,1129,4,4,4,1,4,4,4,3,3,4,2,5,3,4,0,0.0,neutral or dissatisfied
887,38294,Male,Loyal Customer,25,Business travel,Business,2342,1,3,1,1,4,4,4,3,1,4,2,4,1,4,46,48.0,satisfied
888,96883,Male,Loyal Customer,8,Personal Travel,Eco,781,3,5,3,3,5,3,5,5,5,3,5,5,5,5,1,0.0,neutral or dissatisfied
889,31773,Male,Loyal Customer,65,Personal Travel,Eco,602,2,1,2,4,5,2,5,5,4,4,4,1,4,5,0,0.0,neutral or dissatisfied
890,53367,Male,Loyal Customer,26,Business travel,Business,1452,2,5,5,5,2,2,2,2,2,4,4,2,4,2,0,15.0,neutral or dissatisfied
891,5512,Male,Loyal Customer,53,Business travel,Business,431,4,2,2,2,1,3,4,4,4,4,4,2,4,1,6,11.0,neutral or dissatisfied
892,22172,Female,disloyal Customer,29,Business travel,Eco,773,2,2,2,3,4,2,4,4,1,3,3,3,4,4,4,13.0,neutral or dissatisfied
893,92685,Female,disloyal Customer,30,Business travel,Eco,507,2,4,2,4,4,2,4,4,2,1,3,3,3,4,0,0.0,neutral or dissatisfied
894,81531,Female,Loyal Customer,50,Business travel,Business,2283,1,5,5,5,1,2,3,1,1,2,1,1,1,4,13,5.0,neutral or dissatisfied
895,64202,Female,Loyal Customer,31,Business travel,Business,2436,1,1,3,1,1,1,1,1,4,4,3,1,4,1,0,0.0,neutral or dissatisfied
896,64306,Female,Loyal Customer,41,Business travel,Business,2223,4,4,5,4,3,5,5,4,4,4,4,3,4,5,10,5.0,satisfied
897,17380,Female,Loyal Customer,44,Business travel,Eco,533,2,1,3,3,5,4,3,2,2,2,2,2,2,2,58,54.0,neutral or dissatisfied
898,33631,Female,Loyal Customer,7,Personal Travel,Eco,399,2,3,2,3,1,2,1,1,5,3,5,1,4,1,0,0.0,neutral or dissatisfied
899,109499,Male,Loyal Customer,59,Business travel,Business,951,3,3,3,3,5,5,4,4,4,4,4,4,4,5,0,0.0,satisfied
900,94745,Female,Loyal Customer,53,Business travel,Business,192,2,2,2,2,5,5,4,5,5,5,5,5,5,4,0,0.0,satisfied
901,126484,Male,Loyal Customer,43,Business travel,Business,1849,4,4,5,4,1,3,4,4,4,4,4,3,4,4,2,0.0,neutral or dissatisfied
902,90246,Male,Loyal Customer,46,Business travel,Business,721,2,5,5,5,4,3,4,2,2,2,2,2,2,3,39,29.0,neutral or dissatisfied
903,109782,Male,Loyal Customer,24,Personal Travel,Business,1092,2,2,2,4,2,2,2,2,4,5,4,4,3,2,0,0.0,neutral or dissatisfied
904,112610,Male,Loyal Customer,39,Business travel,Business,239,3,3,3,3,3,4,2,4,4,4,4,3,4,4,0,0.0,satisfied
905,72338,Male,disloyal Customer,37,Business travel,Business,985,1,1,1,4,5,1,5,5,3,3,5,4,4,5,2,15.0,neutral or dissatisfied
906,93939,Female,Loyal Customer,40,Business travel,Eco,107,3,3,3,3,3,4,3,3,4,4,4,2,4,3,58,43.0,neutral or dissatisfied
907,126750,Male,Loyal Customer,25,Personal Travel,Eco,2521,3,2,3,4,4,3,4,4,1,5,4,3,4,4,0,18.0,neutral or dissatisfied
908,36975,Female,Loyal Customer,28,Business travel,Eco,805,5,5,5,5,5,5,5,5,4,5,2,5,5,5,0,0.0,satisfied
909,3017,Male,Loyal Customer,44,Business travel,Business,922,1,4,4,4,5,2,2,1,1,1,1,2,1,4,0,0.0,neutral or dissatisfied
910,93973,Female,disloyal Customer,21,Business travel,Business,1218,3,2,3,2,4,3,4,4,3,1,3,2,2,4,57,35.0,neutral or dissatisfied
911,69643,Male,Loyal Customer,55,Business travel,Business,2945,2,2,2,2,1,4,4,2,2,3,2,3,2,2,0,8.0,neutral or dissatisfied
912,123218,Male,Loyal Customer,17,Personal Travel,Eco,328,3,2,3,3,5,3,1,5,4,3,4,1,4,5,0,0.0,neutral or dissatisfied
913,122185,Male,Loyal Customer,49,Business travel,Business,541,4,4,4,4,5,4,5,3,3,4,3,5,3,5,0,0.0,satisfied
914,16656,Male,Loyal Customer,39,Business travel,Eco,488,3,4,4,4,3,3,3,3,1,2,4,3,4,3,3,12.0,neutral or dissatisfied
915,57284,Male,Loyal Customer,38,Personal Travel,Eco,628,4,5,4,5,5,4,5,5,5,3,4,3,4,5,0,0.0,satisfied
916,114246,Male,Loyal Customer,33,Business travel,Business,948,1,1,1,1,4,4,4,4,5,3,5,3,5,4,0,0.0,satisfied
917,84364,Female,Loyal Customer,35,Business travel,Business,606,1,1,1,1,4,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
918,53261,Male,disloyal Customer,45,Business travel,Business,901,3,3,3,2,4,3,1,4,5,5,5,4,4,4,0,0.0,neutral or dissatisfied
919,69411,Female,Loyal Customer,70,Business travel,Business,2437,2,3,3,3,1,4,3,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
920,38637,Male,Loyal Customer,30,Business travel,Business,2611,3,3,2,3,4,4,4,4,5,3,4,3,4,4,11,0.0,satisfied
921,125026,Female,disloyal Customer,42,Business travel,Eco Plus,184,3,3,3,3,5,3,5,5,1,4,5,4,1,5,0,0.0,neutral or dissatisfied
922,41620,Female,Loyal Customer,34,Business travel,Eco Plus,1464,0,0,0,3,2,0,2,2,5,5,4,4,5,2,3,14.0,satisfied
923,38761,Male,Loyal Customer,24,Business travel,Eco,354,4,4,2,4,4,4,3,4,3,1,1,1,2,4,0,0.0,satisfied
924,3189,Male,Loyal Customer,39,Business travel,Business,185,2,3,3,3,4,3,4,3,3,3,2,2,3,2,105,101.0,neutral or dissatisfied
925,26509,Male,Loyal Customer,48,Personal Travel,Eco,829,3,5,3,4,3,3,3,3,4,4,4,4,4,3,5,11.0,neutral or dissatisfied
926,38521,Male,Loyal Customer,44,Business travel,Eco,2446,2,2,2,2,2,2,2,2,4,4,5,3,4,2,20,0.0,satisfied
927,11753,Male,Loyal Customer,31,Business travel,Eco,395,2,1,1,1,2,2,2,2,3,5,2,3,3,2,5,7.0,neutral or dissatisfied
928,45683,Female,Loyal Customer,37,Business travel,Business,2861,3,3,3,3,1,4,5,4,4,4,4,1,4,5,0,0.0,satisfied
929,23806,Male,Loyal Customer,80,Business travel,Business,3247,1,5,1,1,1,1,5,4,4,4,4,2,4,5,50,37.0,satisfied
930,73308,Male,disloyal Customer,22,Business travel,Eco,1005,5,4,4,1,4,4,5,4,3,3,4,5,5,4,0,0.0,satisfied
931,17747,Male,Loyal Customer,52,Personal Travel,Eco,383,0,5,0,1,1,0,1,1,4,4,5,5,5,1,0,0.0,satisfied
932,46329,Male,Loyal Customer,59,Personal Travel,Eco,420,3,3,5,3,1,5,1,1,2,5,3,3,3,1,5,29.0,neutral or dissatisfied
933,27803,Male,Loyal Customer,69,Business travel,Business,1448,3,3,3,3,2,4,4,3,3,2,3,3,3,2,0,0.0,neutral or dissatisfied
934,41993,Female,Loyal Customer,44,Business travel,Eco,106,5,4,4,4,5,1,3,5,5,5,5,2,5,1,0,0.0,satisfied
935,20855,Female,Loyal Customer,14,Personal Travel,Eco,357,4,4,4,4,1,4,1,1,5,2,4,5,4,1,0,0.0,neutral or dissatisfied
936,42032,Female,Loyal Customer,54,Business travel,Business,3968,3,3,3,3,2,4,1,5,5,5,5,5,5,5,0,0.0,satisfied
937,42506,Female,Loyal Customer,68,Personal Travel,Eco,541,4,3,4,3,4,4,3,5,5,4,5,4,5,2,4,0.0,neutral or dissatisfied
938,36484,Male,disloyal Customer,35,Business travel,Business,1121,4,4,4,4,5,4,5,5,3,5,3,2,3,5,10,16.0,neutral or dissatisfied
939,33321,Male,Loyal Customer,31,Business travel,Eco,2409,5,1,1,1,5,5,5,5,3,5,5,2,2,5,0,0.0,satisfied
940,49440,Female,Loyal Customer,54,Business travel,Eco,308,5,5,5,5,1,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
941,117775,Female,Loyal Customer,47,Business travel,Business,1891,3,3,3,3,2,3,4,4,4,4,4,4,4,5,0,0.0,satisfied
942,98812,Male,Loyal Customer,30,Business travel,Business,763,4,4,4,4,2,2,2,2,5,5,4,5,5,2,15,8.0,satisfied
943,113150,Male,Loyal Customer,40,Business travel,Business,2802,2,2,2,2,2,5,4,4,4,4,4,3,4,4,31,23.0,satisfied
944,101662,Male,Loyal Customer,46,Business travel,Business,2106,3,5,5,5,3,3,3,3,3,3,3,1,3,2,24,0.0,neutral or dissatisfied
945,76362,Female,Loyal Customer,40,Personal Travel,Business,931,2,4,2,4,3,5,5,5,5,2,5,3,5,4,93,101.0,neutral or dissatisfied
946,103160,Male,Loyal Customer,40,Business travel,Business,3799,2,2,5,2,2,4,5,5,5,5,5,3,5,3,81,96.0,satisfied
947,6054,Female,Loyal Customer,29,Personal Travel,Eco,672,3,4,3,3,5,3,5,5,3,3,5,3,5,5,0,0.0,neutral or dissatisfied
948,52694,Female,Loyal Customer,53,Business travel,Eco Plus,110,2,3,5,3,4,3,3,3,3,2,3,2,3,4,0,0.0,neutral or dissatisfied
949,81256,Female,disloyal Customer,17,Business travel,Business,1020,0,0,0,3,4,0,4,4,4,3,5,5,4,4,11,0.0,satisfied
950,115026,Male,Loyal Customer,27,Business travel,Business,358,1,1,3,1,5,5,5,5,5,4,4,3,4,5,0,0.0,satisfied
951,31424,Female,Loyal Customer,77,Business travel,Business,203,4,3,3,3,5,4,3,2,2,2,4,1,2,4,0,11.0,neutral or dissatisfied
952,36154,Male,Loyal Customer,36,Business travel,Eco Plus,818,2,3,3,3,2,2,2,2,1,1,3,3,3,2,21,37.0,neutral or dissatisfied
953,73038,Male,Loyal Customer,43,Personal Travel,Eco,1096,3,3,3,1,3,3,3,3,5,2,2,1,3,3,68,43.0,neutral or dissatisfied
954,70922,Female,Loyal Customer,68,Business travel,Business,2832,3,3,3,3,3,4,5,3,3,4,3,5,3,3,113,105.0,satisfied
955,6442,Male,Loyal Customer,28,Personal Travel,Eco,296,3,5,3,2,5,3,5,5,3,4,5,3,5,5,17,13.0,neutral or dissatisfied
